20
50
0	1	25	2
0	2	6	3
0	3	7	3
0	4	16	13
0	5	0.1	14
0	6	88	25
0	7	12	15
0	8	43	48
0	9	92	47
0	10	13.95867645	25
0	11	97.04577592	25
0	12	97.86332289	25
0	13	28.61548629	25
0	14	17.2572923	25
0	15	95.30380501	25
0	16	80.28302981	25
0	17	20.46928093	25
0	18	75.07537143	25
0	19	70.44770159	25
1	2	1	2
1	3	3	2
1	4	32	13
1	5	23	14
1	6	45	18
1	7	55	21
1	8	32	49
1	9	62	47
1	10	9.931269887	25
1	11	78.03456776	25
1	12	42.69325025	25
1	13	13.58677302	25
1	14	88.62986457	25
1	15	85.15965181	25
1	16	82.33218422	25
1	17	39.39521483	25
1	18	37.83001474	25
1	19	54.53179644	25
2	3	18	3
2	4	23	21
2	5	19	15
2	6	78	14
2	7	93	13
2	8	39	47
2	9	80	48
2	10	31.02588197	25
2	11	69.29227975	25
2	12	4.831427755	25
2	13	16.20246232	25
2	14	81.42418432	25
2	15	16.81461111	25
2	16	44.09928985	25
2	17	82.8823619	25
2	18	27.21844381	25
2	19	49.81728603	25
3	4	77	13
3	5	38	14
3	6	96	25
3	7	16	16
3	8	80	50
3	9	98	46
3	10	11.12791493	25
3	11	62.11707171	25
3	12	32.17013806	25
3	13	77.29934121	25
3	14	2.513737839	25
3	15	10.40989031	25
3	16	58.61000914	25
3	17	31.15243213	25
3	18	72.20800393	25
3	19	29.1585184	25
4	5	50	2.8
4	6	7	3.21
4	7	2.2	0.95
4	8	77	48
4	9	77	49
4	10	99.01	23
4	11	12.75447359	25
4	12	62.97800707	25
4	13	18.32077109	25
4	14	78.91566117	25
4	15	15.25934741	25
4	16	99.01	23
4	17	76.30873978	25
4	18	23.34306082	25
4	19	99.01	23
5	6	1.4	0.555
5	7	2.2	2.09
5	8	88	49
5	9	39	44
5	10	23.97094334	25
5	11	84.09786632	25
5	12	75.10423992	25
5	13	51.24279306	25
5	14	77.5826108	25
5	15	32.11076204	25
5	16	96.26888921	25
5	17	57.57278991	25
5	18	22.36228445	25
5	19	68.4306351	25
6	7	28	2.2
6	8	98	47
6	9	43	42
6	10	16.16139914	25
6	11	96.50548039	25
6	12	49.33458227	25
6	13	55.43109897	25
6	14	31.63108746	25
6	15	3.579073446	25
6	16	62.05572652	25
6	17	15.89317835	25
6	18	36.02506914	25
6	19	19.9038309	25
7	8	98	50
7	9	48	42
7	10	4.881334851	25
7	11	72.71716612	25
7	12	42.86344716	25
7	13	67.63467311	25
7	14	11.02335994	25
7	15	78.7376676	25
7	16	97.47633054	25
7	17	49.66773022	25
7	18	83.42972771	25
7	19	35.02275592	25
8	9	99	0
8	10	25.83688229	25
8	11	94.7635721	25
8	12	65.75752144	25
8	13	22.45521361	25
8	14	69.10877894	25
8	15	81.63871948	25
8	16	49.79158427	25
8	17	10.40451329	25
8	18	71.05447924	25
8	19	71.99962037	25
9	10	89.58528596	25
9	11	13.90273805	25
9	12	95.42222425	25
9	13	38.01971592	25
9	14	12.36867778	25
9	15	42.93585359	25
9	16	44.74529737	25
9	17	67.38024188	25
9	18	83.88159225	25
9	19	94.25374309	25
10	11	80	2
10	12	6	3
10	13	7	3
10	14	16	13
10	15	0.1	14
10	16	88	25
10	17	12	15
10	18	43	48
10	19	92	47
11	12	1	2
11	13	3	2
11	14	32	13
11	15	23	14
11	16	45	18
11	17	55	21
11	18	32	49
11	19	62	47
12	13	18	3
12	14	23	21
12	15	19	15
12	16	78	14
12	17	93	13
12	18	39	47
12	19	80	48
13	14	77	13
13	15	38	14
13	16	96	25
13	17	16	16
13	18	80	50
13	19	98	46
14	15	14	2.8
14	16	7	3.21
14	17	2.2	0.95
14	18	77	48
14	19	77	49
15	16	1.4	0.555
15	17	2.2	2.09
15	18	88	49
15	19	39	44
16	17	28	2.2
16	18	98	47
16	19	43	42
17	18	98	50
17	19	48	42
18	19	99	0
