20
50
0	1	25	2
0	2	6	3
0	3	7	3
0	4	16	13
0	5	0.1	14
0	6	88	25
0	7	12	15
0	8	43	48
0	9	92	47
0	10	24.86223955	25
0	11	83.51999413	25
0	12	67.82309069	25
0	13	86.67087883	25
0	14	5.852629681	25
0	15	81.29231257	25
0	16	52.05637867	25
0	17	29.76489378	25
0	18	84.41254372	25
0	19	66.39305392	25
1	2	1	2
1	3	3	2
1	4	32	13
1	5	23	14
1	6	45	18
1	7	55	21
1	8	32	49
1	9	62	47
1	10	7.427979295	25
1	11	15.54702384	25
1	12	14.65466436	25
1	13	7.613699489	25
1	14	31.76736204	25
1	15	76.52422959	25
1	16	46.80838317	25
1	17	21.12890808	25
1	18	59.38080926	25
1	19	33.2830109	25
2	3	18	3
2	4	23	21
2	5	19	15
2	6	78	14
2	7	93	13
2	8	39	47
2	9	80	48
2	10	62.6686001	25
2	11	90.08353124	25
2	12	78.50381199	25
2	13	71.69743938	25
2	14	37.0329452	25
2	15	35.38376556	25
2	16	72.77309739	25
2	17	16.4192293	25
2	18	0.8331260747	25
2	19	81.27089464	25
3	4	77	13
3	5	38	14
3	6	96	25
3	7	16	16
3	8	80	50
3	9	98	46
3	10	68.31599216	25
3	11	3.647780061	25
3	12	52.34862706	25
3	13	68.43088494	25
3	14	57.90944169	25
3	15	46.39974446	25
3	16	69.66746248	25
3	17	34.4116935	25
3	18	6.109057618	25
3	19	60.06313133	25
4	5	14	2.8
4	6	7	3.21
4	7	2.2	0.95
4	8	77	48
4	9	77	49
4	10	65.42867132	25
4	11	71.98233208	25
4	12	30.29077808	25
4	13	28.9301187	25
4	14	49.84524513	25
4	15	19.77396559	25
4	16	4.183279759	25
4	17	65.65570532	25
4	18	57.06369775	25
4	19	33.09294438	25
5	6	1.4	0.555
5	7	2.2	2.09
5	8	88	49
5	9	39	44
5	10	4.698883486	25
5	11	66.18598328	25
5	12	10.06788823	25
5	13	40.18936998	25
5	14	2.693897208	25
5	15	76.64024585	25
5	16	3.579844076	25
5	17	4.501994165	25
5	18	71.70635074	25
5	19	19.91536342	25
6	7	28	2.2
6	8	98	47
6	9	43	42
6	10	16.74916951	25
6	11	25.48137365	25
6	12	67.72978188	25
6	13	87.40870976	25
6	14	66.85523419	25
6	15	14.51798896	25
6	16	18.68627722	25
6	17	94.22770799	25
6	18	55.77276311	25
6	19	8.270551034	25
7	8	98	50
7	9	48	42
7	10	48.46017793	25
7	11	96.56938566	25
7	12	71.57148406	25
7	13	70.30210643	25
7	14	61.14584909	25
7	15	34.612591	25
7	16	55.33441825	25
7	17	14.38750246	25
7	18	72.54870233	25
7	19	22.26841983	25
8	9	99	0
8	10	52.08699269	25
8	11	97.15569959	25
8	12	17.9580639	25
8	13	9.481054842	25
8	14	22.63051551	25
8	15	17.87383703	25
8	16	17.78384027	25
8	17	70.46172595	25
8	18	13.06869216	25
8	19	77.16738392	25
9	10	30.81580648	25
9	11	28.27257365	25
9	12	34.90470981	25
9	13	38.30170128	25
9	14	82.62516022	25
9	15	6.555238723	25
9	16	42.76902402	25
9	17	81.32512811	25
9	18	12.98248777	25
9	19	21.92058975	25
10	11	25	2
10	12	6	3
10	13	7	3
10	14	16	13
10	15	0.1	14
10	16	88	25
10	17	12	15
10	18	43	48
10	19	92	47
11	12	1	2
11	13	3	2
11	14	32	13
11	15	23	14
11	16	45	18
11	17	55	21
11	18	32	49
11	19	62	47
12	13	18	3
12	14	23	21
12	15	19	15
12	16	78	14
12	17	93	13
12	18	39	47
12	19	80	48
13	14	77	13
13	15	38	14
13	16	96	25
13	17	16	16
13	18	80	50
13	19	98	46
14	15	14	2.8
14	16	7	3.21
14	17	2.2	0.95
14	18	77	48
14	19	77	49
15	16	1.4	0.555
15	17	2.2	2.09
15	18	88	49
15	19	39	44
16	17	28	2.2
16	18	98	47
16	19	43	42
17	18	98	50
17	19	48	42
18	19	99	0
