0	1	5	2
0	2	6	3
0	3	7	3
0	4	16	13
0	5	1	14
0	6	88	25
0	7	12	15
0	8	43	48
0	9	92	47
0	10	16.53194489	25
0	11	16.40800079	25
0	12	24.25042296	25
0	13	9.84253372	25
0	14	92.80174815	25
0	15	72.43546546	25
0	16	10.47098611	25
0	17	82.56352017	25
0	18	18.3852905	25
0	19	44.46016697	25
1	2	1	2
1	3	3	2
1	4	32	13
1	5	23	14
1	6	45	16
1	7	55	21
1	8	32	49
1	9	62	47
1	10	47.86228297	25
1	11	13.36163221	25
1	12	10.908056	25
1	13	97.86549498	25
1	14	1.041178873	25
1	15	6.214464513	25
1	16	91.02557938	25
1	17	73.14869033	25
1	18	61.50789113	25
1	19	44.30514927	25
2	3	5	3
2	4	23	21
2	5	19	15
2	6	78	14
2	7	93	13
2	8	39	47
2	9	80	48
2	10	27.90705421	25
2	11	45.30717267	25
2	12	46.29948773	25
2	13	39.15263415	25
2	14	47.50893404	25
2	15	60.54428524	25
2	16	92.84394387	25
2	17	38.22572169	25
2	18	89.04828271	25
2	19	42.30355085	25
3	4	77	13
3	5	38	14
3	6	96	25
3	7	16	16
3	8	80	50
3	9	98	46
3	10	85.33222176	25
3	11	85.11005152	25
3	12	52.04949113	25
3	13	37.34664848	25
3	14	41.56160418	25
3	15	90.55011008	25
3	16	18.39562052	25
3	17	80.14005675	25
3	18	22.43298267	25
3	19	23.28509854	25
4	5	6.1	2.8
4	6	7	3.21
4	7	2.2	0.95
4	8	77	48
4	9	77	49
4	10	37.96697814	25
4	11	69.20894125	25
4	12	56.10805433	25
4	13	64.53786517	25
4	14	69.69463844	25
4	15	4.354111457	25
4	16	76.24936759	25
4	17	79.3002933	25
4	18	92.19553496	25
4	19	25.70892936	25
5	6	1.4	0.555
5	7	2.2	2.09
5	8	88	49
5	9	39	44
5	10	27.77690107	25
5	11	19.18648975	25
5	12	21.5882972	25
5	13	3.537911422	25
5	14	5.179363802	25
5	15	62.59678963	25
5	16	86.61545265	25
5	17	50.44725165	25
5	18	52.61661718	25
5	19	31.25100758	25
6	7	3.9	2.2
6	8	98	47
6	9	43	42
6	10	59.81766459	25
6	11	28.28982124	25
6	12	61.84165422	25
6	13	16.80855013	25
6	14	29.21957002	25
6	15	77.50331193	25
6	16	73.35626563	25
6	17	89.29597205	25
6	18	80.79442381	25
6	19	61.91986224	25
7	8	98	50
7	9	48	42
7	10	20.19406155	25
7	11	3.409158548	25
7	12	58.87605424	25
7	13	31.22923286	25
7	14	7.29772046	25
7	15	69.44784161	25
7	16	15.68184873	25
7	17	21.2647464	25
7	18	68.62434764	25
7	19	30.67424956	25
8	9	99	0
8	10	22.19925955	25
8	11	94.11235158	25
8	12	7.873585568	25
8	13	25.26569624	25
8	14	36.87099552	25
8	15	70.7179586	25
8	16	61.08755987	25
8	17	75.75251947	25
8	18	80.79041913	25
8	19	56.1867301	25
9	10	37.32005139	25
9	11	58.89828189	25
9	12	28.48879442	25
9	13	78.33031827	25
9	14	78.1142008	25
9	15	73.38828183	25
9	16	59.85984709	25
9	17	51.2241419	25
9	18	31.66389873	25
9	19	55.4453358	25
10	11	5	2
10	12	6	3
10	13	7	3
10	14	16	13
10	15	0.1	14
10	16	88	25
10	17	12	15
10	18	43	48
10	19	92	47
11	12	1	2
11	13	3	2
11	14	32	13
11	15	23	14
11	16	45	18
11	17	55	21
11	18	32	49
11	19	62	47
12	13	5	3
12	14	23	21
12	15	19	15
12	16	78	14
12	17	93	13
12	18	39	47
12	19	80	48
13	14	77	13
13	15	38	14
13	16	96	25
13	17	16	16
13	18	80	50
13	19	98	46
14	15	6.1	2.8
14	16	7	3.21
14	17	2.2	0.95
14	18	77	48
14	19	77	49
15	16	1.4	0.555
15	17	2.2	2.09
15	18	88	49
15	19	39	44
16	17	3.9	2.2
16	18	98	47
16	19	43	42
17	18	98	50
17	19	48	42
18	19	99	0
